103.8495764,1.2758292,1
103.8516652,1.2749497,1
103.8689557,1.2795868,1
103.8600755,1.2736818,1
103.8547589,1.2764243,1
103.8545978,1.2764274,1
103.854605,1.2763111,1
103.8545978,1.2764274,1
103.8545978,1.2764274,1
103.8545978,1.2764274,1
103.8554472,1.2762515,1
103.853659,1.2752413,1
103.8504057,1.2777302,1
103.8553303,1.2749391,1
103.8670278,1.2753583,1
103.8528448,1.2773724,1
103.8528517,1.2779063,1
103.8523329,1.2770987,1
103.8560047,1.2807192,1
103.8562864,1.2801145,1
103.8562544,1.2801372,1
103.857348,1.2700406,1
103.8606648,1.2661043,1
103.8605279,1.2660223,1
103.86056,1.2660618,1
103.8624475,1.271027,1
103.8704696,1.2799059,1
103.8615857,1.2817582,1
103.8649158,1.2840215,1
103.8611549,1.2813019,1
103.8646566,1.2845886,1
103.8659937,1.283873,1
103.8647354,1.2846205,1
103.8648321,1.2805332,1
103.8666432,1.283009,1
103.8656236,1.2820338,1
103.8649158,1.2840215,1
103.8686368,1.282343,1
103.8595195,1.2840691,1
103.8583927,1.282407,1
103.8583927,1.282407,1
103.8590798,1.2818738,1
103.8590798,1.2818738,1
103.8588511,1.2839533,1
103.8586727,1.2793926,1
103.8512559,1.278941,1
103.8511035,1.279008,1
103.8512705,1.2787457,1
103.8511636,1.2788462,1
103.8512586,1.2791143,1
103.8508125,1.2782295,1
103.8509574,1.278363,1
103.8490943,1.2748619,1
103.8489943,1.2747355,1
103.8521433,1.280345,1
103.8528404,1.2794462,1
103.8610897,1.2846623,1
103.8610059,1.284662,1
103.860809,1.2834542,1
103.8604681,1.2829934,1
103.8607951,1.283423,1
103.8610059,1.284662,1
103.8609567,1.2844502,1
103.8602202,1.2825834,1
103.860721,1.2836035,1
103.8610059,1.284662,1
103.8586749,1.2838546,1
103.8585057,1.2835587,1
103.8585057,1.2835587,1
103.858982,1.2842307,1
103.8600228,1.2852295,1
103.8592574,1.2862369,1
103.8533269,1.276715,1
103.8536949,1.2772243,1
103.8549872,1.2796258,1
103.8542077,1.2801953,1
103.8537496,1.2794681,1
103.8541951,1.2801781,1
103.8537866,1.2794395,1
103.8545488,1.2797942,1
103.8537519,1.2795812,1
103.8537866,1.2794395,1
103.8542974,1.2791057,1
103.8544648,1.279017,1
103.8544746,1.2791477,1
103.854457,1.2791249,1
103.854457,1.2791249,1
103.8537496,1.2794681,1
103.8537866,1.2794395,1
103.8545488,1.2797249,1
103.8533493,1.2802277,1
103.8526586,1.2807694,1
103.8526586,1.2807694,1
103.8526586,1.2807694,1
103.8631491,1.2702908,1
103.8633276,1.2708722,1
103.8526151,1.2822551,1
103.8527741,1.2822877,1
103.8525011,1.2823907,1
103.8525341,1.2823241,1
103.8524287,1.2822877,1
103.8680247,1.2791457,1
103.8628034,1.2753799,1
103.8635743,1.2745548,1
103.8648223,1.276642,1
103.8779096,1.2835489,1
103.8639777,1.2995684,1
103.863637,1.2997668,1
103.8640401,1.2995874,1
103.8640401,1.2995874,1
103.8639108,1.2913352,1
103.8545688,1.2864872,1
103.8545349,1.2868108,1
103.8555667,1.290205,1
103.855278,1.28986,1
103.8547977,1.2903659,1
103.8587795,1.2934914,1
103.8585526,1.2957115,1
103.857414,1.2946906,1
103.857414,1.2946906,1
103.857414,1.2946906,1
103.857414,1.2946906,1
103.857414,1.2946906,1
103.8588863,1.2960081,1
103.8573985,1.2946959,1
103.8590144,1.2959319,1
103.8598502,1.2950325,1
103.860372,1.2943242,1
103.8579874,1.294503,1
103.8597244,1.2946464,1
103.8597244,1.2946467,1
103.8583786,1.2954254,1
103.8583748,1.2954357,1
103.8596175,1.295084,1
103.8596175,1.295084,1
103.8595458,1.2951278,1
103.8595681,1.2952434,1
103.8589682,1.2955949,1
103.8602667,1.2935031,1
103.860266,1.2935025,1
103.8602725,1.2935926,1
103.8603662,1.2934696,1
103.8602992,1.2926709,1
103.8602901,1.2926681,1
103.8603029,1.2926793,1
103.8610672,1.2930739,1
103.86035,1.2939986,1
103.86035,1.2939986,1
103.86035,1.2939986,1
103.8608918,1.2928918,1
103.8562443,1.2912889,1
103.8541735,1.2927777,1
103.8558792,1.2920292,1
103.8558503,1.2920532,1
103.8543161,1.2926035,1
103.8572243,1.2935073,1
103.8572243,1.2935073,1
103.8571948,1.2935036,1
103.8576476,1.2909817,1
103.857027,1.291574,1
103.8585781,1.2918553,1
103.8570073,1.2914553,1
103.8570487,1.2915948,1
103.8575754,1.290972,1
103.8575754,1.290972,1
103.8588044,1.2923729,1
103.859344,1.292965,1
103.859344,1.292965,1
103.8597249,1.2926054,1
103.8599724,1.29208,1
103.8584574,1.2905555,1
103.8600994,1.2907305,1
103.8590822,1.2902645,1
103.8559013,1.2893508,1
103.8562673,1.2896478,1
103.8559527,1.2896693,1
103.8634126,1.2896782,1
103.8629223,1.2890727,1
103.8624069,1.2903463,1
103.8590235,1.2891845,1
103.8486488,1.2820689,1
103.8482069,1.2826545,1
103.8488782,1.281596,1
103.8467054,1.2842387,1
103.8474697,1.2837458,1
103.8468829,1.2835543,1
103.8469005,1.2835043,1
103.8490238,1.2824075,1
103.8492892,1.2828664,1
